,ds,t,trend,seasonal_lower,seasonal_upper,trend_lower,trend_upper,yhat_lower,yhat_upper,holiday,holiday_lower,holiday_upper,scratch,scratch_lower,scratch_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,seasonal,yhat
0,2016-01-31,0.0,6.694598851506516,-0.04369742487389085,0.0652987607891275,6.633437357679293,6.7554452136709084,6.62781249408979,6.797628174644862,0.0,0.0,0.0,0.09386001702713452,0.07293102527366493,0.11714742593978152,-0.026282572251596747,-0.033956556095438684,-0.01891883044886062,-0.052635911614984224,-0.1093530113300857,-0.004915636636704752,0.01494153316055355,6.709540384667069
1,2016-02-01,0.0017391304347826088,6.6941407462778235,-0.15587231173834273,-0.0459043009916047,6.634699471707293,6.753797750663712,6.515148866340915,6.681830248591343,0.0,0.0,0.0,0.027874580565126157,0.008432657766434312,0.04767487455311615,-0.07980550253547433,-0.08838855692861816,-0.07177103443825075,-0.04774848296682937,-0.10427241482546011,0.0003663043663624361,-0.09967940493717756,6.594461341340646
2,2016-02-02,0.0034782608695652175,6.693682641049131,-0.08492178415567521,0.02519640784514467,6.635828947185003,6.75317514421866,6.576942395980028,6.749379933355673,0.0,0.0,0.0,0.06579213967903033,0.04469811649305753,0.08752450785113361,-0.05376511415500221,-0.06178711317934823,-0.045366213252012816,-0.04328765265193572,-0.10086976883755909,0.005777980905088742,-0.031260627127907586,6.662422013921224
3,2016-02-03,0.0052173913043478265,6.6932245358204385,-0.1198698223595219,-0.009364738409037291,6.635618770690751,6.7527342891786635,6.543213487946479,6.722791179654706,0.0,0.0,0.0,-0.032265906373718685,-0.056518845024469216,-0.006970423682951587,0.008821746460691057,0.0006252680137510207,0.01750170235714812,-0.03930524128808143,-0.09789338537862007,0.012554523827637281,-0.06274940120110906,6.63047513461933
4,2016-02-04,0.006956521739130435,6.692766430591745,-0.09652798730809795,0.01068384486149737,6.63531483195576,6.752001540145714,6.569782193615827,6.731729956609943,0.0,0.0,0.0,0.0,0.0,0.0,-0.0053160202816091165,-0.014348843824392532,0.003638677133217637,-0.03583843681689234,-0.09220874804587703,0.018205186723654742,-0.041154457098501455,6.651611973493243
5,2016-02-05,0.008695652173913044,6.692308325363053,-0.018939555985979614,0.09336566820411932,6.634875323106325,6.751391450121684,6.649313822445022,6.8101879300427735,0.0,0.0,0.0,0.0,0.0,0.0,0.0721175756932644,0.06406464218372102,0.08003422296894205,-0.03290977414077018,-0.08853859878049931,0.021005448659076657,0.03920780155249421,6.731516126915547
6,2016-02-06,0.010434782608695653,6.69185022013436,-0.003449471854486098,0.10768634220988545,6.63437647522701,6.750299731793416,6.6601296881310965,6.819001726799893,0.0,0.0,0.0,0.0,0.0,0.0,0.08422988706964286,0.0758230082811415,0.09289783288264644,-0.030527464671326297,-0.08780747555664435,0.024820372507270386,0.05370242239831657,6.745552642532677
7,2016-02-07,0.01217391304347826,6.691392114905668,-0.11044621615157389,-0.0010054973683147179,6.635068048624656,6.749080694257107,6.558729207470342,6.714420266519666,0.0,0.0,0.0,0.0,0.0,0.0,-0.026282572251620992,-0.03395655609545788,-0.018918830448876087,-0.02868605718600287,-0.08635887923407148,0.02559600527101963,-0.05496862943762386,6.636423485468044
8,2016-02-08,0.01391304347826087,6.690934009676975,-0.16427405545193483,-0.054096631847419016,6.636206763577745,6.747980629149969,6.506336627390558,6.669481400203791,0.0,0.0,0.0,0.0,0.0,0.0,-0.07980550253540089,-0.08838855692856212,-0.07177103443818325,-0.027367403341602377,-0.08180560623374984,0.02794884820027218,-0.10717290587700326,6.583761103799972
9,2016-02-09,0.01565217391304348,6.690475904448282,-0.1360562062485686,-0.02466891555087277,6.636232602298328,6.747519982985578,6.5270706565421515,6.687893751787641,0.0,0.0,0.0,0.0,0.0,0.0,-0.053765114154937045,-0.0617871131792318,-0.045366213251958006,-0.0265418939683521,-0.08092762752483312,0.026833944504963667,-0.08030700812328914,6.610168896324993
10,2016-02-10,0.017391304347826087,6.690017799219589,-0.07186385761358056,0.04073805287075896,6.636289586039791,6.747797365816024,6.5916406414982704,6.756640893057153,0.0,0.0,0.0,0.0,0.0,0.0,0.0088217464606577,0.000625268013736084,0.017501702357122898,-0.02616992604871987,-0.08080825923901447,0.02750231711706351,-0.017348179588062174,6.672669619631527
11,2016-02-11,0.019130434782608695,6.689559693990898,-0.0895978233436096,0.020774964594200702,6.635900898393525,6.748165510955684,6.577299594103466,6.737009213395748,0.0,0.0,0.0,0.0,0.0,0.0,-0.005316020281637858,-0.014348843824412687,0.0036386771332091233,-0.026203555223930763,-0.08071068357194627,0.028849439718057996,-0.03151957550556862,6.658040118485329
12,2016-02-12,0.020869565217391306,6.689101588762204,-0.01017194407072279,0.10504904357229472,6.635246382491412,6.746112354311196,6.652906329816953,6.81660462383857,0.0,0.0,0.0,0.0,0.0,0.0,0.07211757569338106,0.06406464218383567,0.08003422296907395,-0.026588284891848602,-0.08269088416361924,0.028535166910882967,0.045529290801532465,6.734630879563737
13,2016-02-13,0.022608695652173914,6.688643483533512,0.002651800086066535,0.11085566796606247,6.634915579798707,6.745348074603266,6.663219007337876,6.83259479723726,0.0,0.0,0.0,0.0,0.0,0.0,0.08422988706962549,0.07582300828113503,0.09289783288263825,-0.027264940545600466,-0.08438570178708782,0.027768788584533955,0.05696494652402502,6.745608430057537
14,2016-02-14,0.02434782608695652,6.688185378304819,-0.11233757598347897,0.0021365795154016697,6.634612581426221,6.744608339987965,6.557873060686952,6.716144811406802,0.0,0.0,0.0,0.0,0.0,0.0,-0.02628257225164524,-0.033956556095477076,-0.018918830448891574,-0.02817157700280805,-0.08440736044458926,0.02715040655047294,-0.054454149254453285,6.633731229050366
